Date,Source,Description,Category,Subcategory,Amount,Original Category
11/06/2025,Alex Checking,SAFEWAY,Food,Groceries,60.81,
11/06/2025,Sam ChaseCard,STARBUCKS,Food,Restaurants,4.32,
11/07/2025,Alex AppleCard,INTERNET,Housing,Utilities,76.29,
11/08/2025,Alex ChaseCard,WHOLE FOODS,Food,Groceries,111.37,
11/08/2025,Alex ChaseCard,CVS PHARMACY,Health,Pharmacy,33.38,
11/08/2025,Sam Checking,DISNEY+,Subscriptions,Streaming,14.0,
11/09/2025,Alex AppleCard,LOCAL BISTRO,Food,Restaurants,59.58,
11/09/2025,Alex ChaseCard,GAS STATION,Transport,Gas,39.74,
11/10/2025,Sam AppleCard,TRADER JOE'S,Food,Groceries,100.24,
11/12/2025,Alex AppleCard,DOORDASH,Food,Delivery,33.27,
11/12/2025,Alex AppleCard,AUTO SERVICE,Transport,Auto Service,245.27,
11/12/2025,Sam ChaseCard,CHIPOTLE,Food,Restaurants,25.95,
11/15/2025,Alex AppleCard,STARBUCKS,Food,Restaurants,6.56,
11/15/2025,Alex ChaseCard,WHOLE FOODS,Food,Groceries,171.26,
11/15/2025,Alex ChaseCard,DOORDASH,Food,Delivery,33.66,
11/15/2025,Sam Checking,UBER,Transport,Rideshare,11.81,
11/16/2025,Alex AppleCard,HANDYMAN,Housing,Maintenance,435.57,
11/16/2025,Alex ChaseCard,DOMESTIC AIRLINE,Travel,Flights,314.23,
11/17/2025,Alex ChaseCard,TRADER JOE'S,Food,Groceries,79.82,
11/18/2025,Sam ChaseCard,TARGET,Shopping,Home Goods,43.1,
11/19/2025,Sam Checking,CHIPOTLE,Food,Restaurants,18.44,
11/22/2025,Sam AppleCard,WHOLE FOODS,Food,Groceries,114.76,
11/22/2025,Sam AppleCard,AMAZON,Shopping,Home Goods,94.88,
11/22/2025,Sam ChaseCard,AMAZON GIFTS,Gifts,Family,139.05,
11/24/2025,Alex AppleCard,TRADER JOE'S,Food,Groceries,82.49,
11/25/2025,Sam ChaseCard,GAS STATION,Transport,Gas,44.74,
11/25/2025,Sam Checking,1PASSWORD,Subscriptions,Software,60.0,
11/26/2025,Alex ChaseCard,CHIPOTLE,Food,Restaurants,21.03,
11/27/2025,Alex AppleCard,HANDYMAN,Housing,Maintenance,219.47,
11/27/2025,Alex ChaseCard,STARBUCKS,Food,Restaurants,5.46,
11/27/2025,Sam ChaseCard,SUSHI HOUSE,Food,Restaurants,71.14,
11/27/2025,Sam ChaseCard,STARBUCKS,Food,Restaurants,6.02,
11/29/2025,Sam ChaseCard,WHOLE FOODS,Food,Groceries,123.64,
11/30/2025,Alex AppleCard,SAFEWAY,Food,Groceries,47.93,
12/01/2025,Alex ChaseCard,TRADER JOE'S,Food,Groceries,58.29,
12/01/2025,Sam ChaseCard,SAFEWAY,Food,Groceries,58.8,
12/01/2025,Sam ChaseCard,MUSIC LESSONS,Kids,Activities,186.72,
12/02/2025,Alex Checking,HOTEL CHAIN,Travel,Hotels,279.09,
12/03/2025,Alex ChaseCard,CHIPOTLE,Food,Restaurants,28.38,
12/03/2025,Sam ChaseCard,CVS PHARMACY,Health,Pharmacy,40.99,
12/03/2025,Sam ChaseCard,DISNEY+,Subscriptions,Streaming,14.0,
12/04/2025,Alex Checking,INTERNET,Housing,Utilities,74.44,
12/04/2025,Sam AppleCard,CHEWY,Pets,Food,74.98,
12/05/2025,Alex AppleCard,ROCKET MORTGAGE,Housing,Mortgage,2200.0,
12/05/2025,Alex AppleCard,YMCA FAMILY,Health,Fitness,92.0,
12/05/2025,Alex ChaseCard,CITY WATER,Housing,Utilities,67.08,
12/05/2025,Alex Checking,LOCAL NEWSPAPER,Subscriptions,News,15.0,
12/06/2025,Alex AppleCard,NATURAL GAS,Housing,Utilities,84.07,
12/06/2025,Alex AppleCard,WHOLE FOODS,Food,Groceries,99.99,
12/06/2025,Alex ChaseCard,ELECTRIC COMPANY,Housing,Utilities,194.57,
12/06/2025,Alex Checking,NETFLIX,Subscriptions,Streaming,18.0,
12/06/2025,Sam AppleCard,AFTER SCHOOL CARE,Kids,After School,415.22,
12/07/2025,Sam ChaseCard,SAFEWAY,Food,Groceries,72.06,
12/08/2025,Alex ChaseCard,SPOTIFY FAMILY,Subscriptions,Streaming,17.0,
12/08/2025,Alex Checking,ICLOUD STORAGE,Subscriptions,Software,3.0,
12/08/2025,Sam AppleCard,ETSY,Gifts,Family,89.68,
12/08/2025,Sam ChaseCard,TRADER JOE'S,Food,Groceries,65.94,
12/09/2025,Sam ChaseCard,GAS STATION,Transport,Gas,42.2,
12/10/2025,Alex Checking,CHIPOTLE,Food,Restaurants,28.43,
12/10/2025,Sam AppleCard,TARGET,Shopping,Home Goods,106.0,
12/11/2025,Sam ChaseCard,DOORDASH,Food,Delivery,26.32,
12/13/2025,Alex ChaseCard,WHOLE FOODS,Food,Groceries,125.57,
12/13/2025,Alex ChaseCard,CVS PHARMACY,Health,Pharmacy,39.04,
12/13/2025,Sam ChaseCard,TARGET,Shopping,Home Goods,76.12,
12/13/2025,Sam Checking,STARBUCKS,Food,Restaurants,5.0,
12/15/2025,Sam ChaseCard,TRADER JOE'S,Food,Groceries,66.47,
12/15/2025,Sam Checking,DOORDASH,Food,Delivery,28.56,
12/16/2025,Alex AppleCard,STARBUCKS,Food,Restaurants,4.76,
12/16/2025,Alex ChaseCard,AMAZON,Shopping,Home Goods,69.4,
12/16/2025,Alex Checking,DENTIST,Health,Medical,110.89,
12/16/2025,Sam Checking,GAS STATION,Transport,Gas,64.37,
12/17/2025,Sam ChaseCard,CHIPOTLE,Food,Restaurants,18.65,
12/18/2025,Alex ChaseCard,DOORDASH,Food,Delivery,38.68,
12/18/2025,Alex ChaseCard,VACATION ACTIVITIES,Travel,Activities,72.41,
12/20/2025,Alex ChaseCard,WHOLE FOODS,Food,Groceries,127.5,
12/21/2025,Sam AppleCard,TARGET,Shopping,Home Goods,57.73,
12/22/2025,Sam ChaseCard,TRADER JOE'S,Food,Groceries,88.23,
12/24/2025,Sam Checking,CHIPOTLE,Food,Restaurants,27.08,
12/25/2025,Sam AppleCard,GAS STATION,Transport,Gas,60.49,
12/25/2025,Sam Checking,ANIMAL HOSPITAL,Pets,Vet,258.72,
12/26/2025,Sam Checking,STARBUCKS,Food,Restaurants,7.66,
12/26/2025,Sam Checking,STARBUCKS,Food,Restaurants,4.64,
12/27/2025,Sam Checking,WHOLE FOODS,Food,Groceries,180.42,
12/27/2025,Sam Checking,STARBUCKS,Food,Restaurants,4.48,
12/28/2025,Alex ChaseCard,LOCAL BISTRO,Food,Restaurants,110.14,
12/29/2025,Sam ChaseCard,TRADER JOE'S,Food,Groceries,92.58,
12/30/2025,Sam ChaseCard,GAS STATION,Transport,Gas,37.32,
12/31/2025,Alex ChaseCard,STARBUCKS,Food,Restaurants,7.29,
12/31/2025,Alex Checking,AMAZON,Shopping,Home Goods,87.62,
12/31/2025,Sam AppleCard,CHIPOTLE,Food,Restaurants,20.44,
12/31/2025,Sam Checking,SAFEWAY,Food,Groceries,37.7,
